tweet_id,tweet,tweet_clean,created_at,month,label_true,label_encoded
1.41985e+18,the same people who think it is ok for people to ask to see a covid id to prove vaccinations are probably the same people who think it is racist/discrimination to ask to see green cards to prove legal status!?!?!?!.hypocrites!!!!!!,the same people who think it is ok for people to ask to see a covid id to prove vaccinations are probably the same people who think it is racist/discrimination to ask to see green cards to prove legal status!?!?!?!.hypocrites!!!!!!,2021-07-27 02:45:08+00:00,21-Jul,against,0
1.48392e+18,"crying on twitter won't make your useless clot shot work any better, harpy.","crying on twitter won't make your useless clot shot work any better, harpy.",2022-01-19 21:53:53+00:00,22-Jan,against,0
1.37941e+18,tw // shots..i just got a shot and i cant feel my arm at all☹️☹️,tw // shots..i just got a shot and i cant feel my arm at all☹️☹️,2021-04-06 12:12:38+00:00,21-Apr,against,0
1.42146e+18,"when pressed about whether he supports vaccine mandates/requirements, says “that effectively bans 60% of black people in new york from my gallery. am i prepared to ban the majority of black people from visiting my gallery? absolutely not.”..what an answer.","when pressed about whether he supports vaccine mandates/requirements, says “that effectively bans 60% of black people in new york from my gallery. am i prepared to ban the majority of black people from visiting my gallery? absolutely not.”..what an answer.",2021-07-31 13:12:36+00:00,21-Jul,against,0
1.43798e+18,"""so number 10 was trying the vaccine passport system at the gate when they had a reception for tory mps where you had to show your qr codes. but the tory mps stood there and said well we're not coming then and number 10 folded.""..","""so number 10 was trying the vaccine passport system at the gate when they had a reception for tory mps where you had to show your qr codes. but the tory mps stood there and said well we're not coming then and number 10 folded.""..",2021-09-15 03:10:11+00:00,21-Sep,against,0
1.34122e+18,“what’s in the vaccine” bitch you literally don’t know what’s in tylenol shut up,“what’s in the vaccine” bitch you literally don’t know what’s in tylenol shut up,2020-12-22 03:02:21+00:00,20-Dec,in-favor,1
1.42801e+18,cite one scientific paper that says the vaccine is unsafe please.,cite one scientific paper that says the vaccine is unsafe please.,2021-08-18 15:11:13+00:00,21-Aug,in-favor,1
1.44342e+18,supercut!..dems: only suckers are going to take that covid vaccine,supercut!..dems: only suckers are going to take that covid vaccine,2021-09-30 03:37:15+00:00,21-Sep,against,0
1.42896e+18,"whoo hoo, a drive-through vaccination centre 🥳","whoo hoo, a drive-through vaccination centre 🥳",2021-08-21 06:05:37+00:00,21-Aug,in-favor,1
1.38758e+18,"reminder: and did nothing to secure the vaccine. ..thanks, donald trump!","reminder: and did nothing to secure the vaccine. ..thanks, donald trump!",2021-04-29 01:22:17+00:00,21-Apr,against,0
1.36908e+18,already had both moderna innoculations,already had both moderna innoculations,2021-03-09 00:00:24+00:00,21-Mar,in-favor,1
1.37575e+18,"don’t worry michael, the people that matter will be long vaccinated before that.","don’t worry michael, the people that matter will be long vaccinated before that.",2021-03-27 10:16:51+00:00,21-Mar,in-favor,1
1.35763e+18,interesting to note that the most successful element of the pandemic response-the vaccination programme is the element organised and delivered by the nhs and national/local government partners without private sector consultants.,interesting to note that the most successful element of the pandemic response-the vaccination programme is the element organised and delivered by the nhs and national/local government partners without private sector consultants.,2021-02-05 09:40:32+00:00,21-Feb,in-favor,1
1.44405e+18,thank you all 50 senate republicans for standing against the vaccine mandate. led by senator ⁦@rogermarshallmd⁩,thank you all 50 senate republicans for standing against the vaccine mandate. led by senator ⁦@rogermarshallmd⁩,2021-10-01 21:04:02+00:00,21-Oct,against,0
1.48632e+18,neither the flu nor covid shots stop transmission.  the medical ethicist states a cold can kill a transplant patient.  there is no shot for the common cold.  their denial is based on a false premise.,neither the flu nor covid shots stop transmission.  the medical ethicist states a cold can kill a transplant patient.  there is no shot for the common cold.  their denial is based on a false premise.,2022-01-26 12:46:20+00:00,22-Jan,against,0
1.36989e+18,"virus is still spreading at an extraordinary rate in nyc. ~4,000 cases/day, despite steady progress on vaccination...one big reason: variants..b.1.117 (uk) &amp; b.1.526 (nyc) now together make up 51% of new cases here, up from 31% last week...we still need to take this seriously.","virus is still spreading at an extraordinary rate in nyc. ~4,000 cases/day, despite steady progress on vaccination...one big reason: variants..b.1.117 (uk) &amp; b.1.526 (nyc) now together make up 51% of new cases here, up from 31% last week...we still need to take this seriously.",2021-03-11 06:05:07+00:00,21-Mar,in-favor,1
1.44238e+18,turn about is fare play !.we are being played with this unjust one way freedom rhetoric..vac passports use is warrented now and will cut down on spread...at this point there is no excepted (scientific community) evidence that says masks and vaccines don't work or are unsafe.,turn about is fare play !.we are being played with this unjust one way freedom rhetoric..vac passports use is warrented now and will cut down on spread...at this point there is no excepted (scientific community) evidence that says masks and vaccines don't work or are unsafe.,2021-09-27 06:37:45+00:00,21-Sep,in-favor,1
1.38886e+18,i’d like to get a facial but i want assurances. do you think it inappropriate to ask for proof of vax from the esthetician?,i’d like to get a facial but i want assurances. do you think it inappropriate to ask for proof of vax from the esthetician?,2021-05-02 14:27:00+00:00,21-May,in-favor,1
1.42275e+18,"if morrison didn't shoot his mouth off in parliament destroying the career of chrtine holgate, he could have bought $1million worth of much-needed pfizer vaccinations if he had ordered them in the first place...of course neutral-or-unclear of that was ever possible, under morrison..#auspol","if morrison didn't shoot his mouth off in parliament destroying the career of chrtine holgate, he could have bought $1million worth of much-needed pfizer vaccinations if he had ordered them in the first place...of course neutral-or-unclear of that was ever possible, under morrison..#auspol",2021-08-04 02:40:32+00:00,21-Aug,in-favor,1
1.45317e+18,vaccines &amp; years from virus to vaccine for human use:.yellow fever 35 yrs for human use= yfhu below:.polio 45.measles 46.influenza 12.dengue 59.hepatitis b 17.rotavirus 25.hepatitis a 22.hpv 33.covid-19 only 6 months so experimental.forced injections is a crime against humanity.,vaccines &amp; years from virus to vaccine for human use:.yellow fever 35 yrs for human use= yfhu below:.polio 45.measles 46.influenza 12.dengue 59.hepatitis b 17.rotavirus 25.hepatitis a 22.hpv 33.covid-19 only 6 months so experimental.forced injections is a crime against humanity.,2021-10-27 01:35:34+00:00,21-Oct,against,0
1.43414e+18,"the so-called 'vaccine bounce' put boris even further ahead in the polls, but now most brits have been vaccinated, he is slipping back down over uncertainty among voters worried about immigration, supplies, pensions and tax. good time for starmer. but he has slipped back too.","the so-called 'vaccine bounce' put boris even further ahead in the polls, but now most brits have been vaccinated, he is slipping back down over uncertainty among voters worried about immigration, supplies, pensions and tax. good time for starmer. but he has slipped back too.",2021-09-04 13:10:12+00:00,21-Sep,neutral-or-unclear,2
1.42746e+18,boosters in september ... in the us #auspol,boosters in september ... in the us #auspol,2021-08-17 02:49:07+00:00,21-Aug,in-favor,1
1.37212e+18,"only way out for fighting covid ahead is distributing the vaccine faster than the virus, involve private sector, whosoever and distribute, if need be outsource it to hdfc bank folks and give them a target, target ke chakkar me 200 crore ko laga denge vaccine!","only way out for fighting covid ahead is distributing the vaccine faster than the virus, involve private sector, whosoever and distribute, if need be outsource it to hdfc bank folks and give them a target, target ke chakkar me 200 crore ko laga denge vaccine!",2021-03-17 09:38:00+00:00,21-Mar,in-favor,1
1.46213e+18,bill gates on his return on investment in vaccines,bill gates on his return on investment in vaccines,2021-11-20 18:56:38+00:00,21-Nov,neutral-or-unclear,2
1.3617e+18,😆🤣😂 this fucking clown still talking about trump 😆🤣😂 vaccines are coming for tds 😆🤣😂,😆🤣😂 this fucking clown still talking about trump 😆🤣😂 vaccines are coming for tds 😆🤣😂,2021-02-16 15:32:08+00:00,21-Feb,neutral-or-unclear,2
1.40688e+18,"partly this is because not everyone will report a heavy period to yellow card. that’s why i encourage anyone who notices a change to their period post-vaccination to report it, so that it’s on the record. you can report here... 4/..","partly this is because not everyone will report a heavy period to yellow card. that’s why i encourage anyone who notices a change to their period post-vaccination to report it, so that it’s on the record. you can report here... 4/..",2021-06-21 07:53:05+00:00,21-Jun,against,0
1.42852e+18,with all this negative feedback on this is mind blowing to me. is anyone awake? maybe knows more about these so called exper. jab that is letting out.  the vaxx are still getting covid and spreading it.,with all this negative feedback on this is mind blowing to me. is anyone awake? maybe knows more about these so called exper. jab that is letting out.  the vaxx are still getting covid and spreading it.,2021-08-20 00:39:54+00:00,21-Aug,against,0
1.36635e+18,"today the philippine general hospital, the country's premier gov't tertiary hospital, rolled out sinovac for personnel. full efficacy, safety data was made available only to phil regulatory body. it was deemed ""confidential,"" not to be made publicly available. 1/8","today the philippine general hospital, the country's premier gov't tertiary hospital, rolled out sinovac for personnel. full efficacy, safety data was made available only to phil regulatory body. it was deemed ""confidential,"" not to be made publicly available. 1/8",2021-03-01 11:41:00+00:00,21-Mar,in-favor,1
1.35011e+18,"today, i had the opportunity to visit the @ughealthdept’s vaccination site. our ability to beat this virus is because of the hard work of our local health officers, and we remain committed to working with them to make our vaccine distribution process the best it can be.","today, i had the opportunity to visit the @ughealthdept’s vaccination site. our ability to beat this virus is because of the hard work of our local health officers, and we remain committed to working with them to make our vaccine distribution process the best it can be.",2021-01-15 15:42:17+00:00,21-Jan,in-favor,1
1.43e+18,"most of the time the shot itself doesn't hurt. the ""sting"" that most people describe is caused by the alcohol that they wipe first if it is not given enough time to dry before the jab. ..congrats on this decision and thank you for doing your part!","most of the time the shot itself doesn't hurt. the ""sting"" that most people describe is caused by the alcohol that they wipe first if it is not given enough time to dry before the jab. ..congrats on this decision and thank you for doing your part!",2021-08-24 02:56:11+00:00,21-Aug,in-favor,1
1.43035e+18,pfizer is fda approved but moderna is dolly parton approved so who’s really winning here,pfizer is fda approved but moderna is dolly parton approved so who’s really winning here,2021-08-25 02:02:56+00:00,21-Aug,in-favor,1
1.38947e+18,- a handful of vc's / silicon valley folks were truly ahead of the world with spotting covid as a black swan event;..- a bunch of vc's now troll twitter/ppl/the cdc about masks/vaccines to appear insightful/sciencey;..corollary to conway: you tweet your investment thesis,- a handful of vc's / silicon valley folks were truly ahead of the world with spotting covid as a black swan event;..- a bunch of vc's now troll twitter/ppl/the cdc about masks/vaccines to appear insightful/sciencey;..corollary to conway: you tweet your investment thesis,2021-05-04 06:49:02+00:00,21-May,neutral-or-unclear,2
1.50507e+18,"october 2021: ""media didn’t disclose doctor’s $2m in pfizer funding in coverage promoting child vaccination""   via cc @moms4liberty","october 2021: ""media didn’t disclose doctor’s $2m in pfizer funding in coverage promoting child vaccination""   via cc @moms4liberty",2022-03-19 06:48:35+00:00,22-Mar,against,0
1.3647e+18,"as of monday, feb. 22, 36% of all michiganders 65 and older have been given the covid-19 vaccine—and that percentage is rising by the day. we’re working hard to get everyone their dose of hope. learn more at","as of monday, feb. 22, 36% of all michiganders 65 and older have been given the covid-19 vaccine—and that percentage is rising by the day. we’re working hard to get everyone their dose of hope. learn more at",2021-02-24 22:03:53+00:00,21-Feb,in-favor,1
1.42512e+18,"if vaccines are effective, then mandating them for the unvaccinated is unnecessary to protect the vaccinated. if vaccines are ineffective, then mandating them for the unvaccinated doesn't help the vaccinated.","if vaccines are effective, then mandating them for the unvaccinated is unnecessary to protect the vaccinated. if vaccines are ineffective, then mandating them for the unvaccinated doesn't help the vaccinated.",2021-08-10 15:53:46+00:00,21-Aug,against,0
1.35034e+18,"hon'ble pm shri ji to launch the world’s #largestvaccinedrive today!..over 3,000 sessions across all states &amp; ut - 100 assured beneficiaries to be vaccinated at each session.","hon'ble pm shri ji to launch the world’s #largestvaccinedrive today!..over 3,000 sessions across all states &amp; ut - 100 assured beneficiaries to be vaccinated at each session.",2021-01-16 07:08:07+00:00,21-Jan,in-favor,1
1.41253e+18,"i said it in jan-feb and i’ll say it again…..a high infection rate in a partially-vaccinated population is the perfect recipe for selective breeding of vaccine-resistant strains...this irresponsible govt is not just a danger to us, but to the world.","i said it in jan-feb and i’ll say it again…..a high infection rate in a partially-vaccinated population is the perfect recipe for selective breeding of vaccine-resistant strains...this irresponsible govt is not just a danger to us, but to the world.",2021-07-06 21:45:16+00:00,21-Jul,against,0
1.49519e+18,canada..the great reset.  the new world order.  un agenda 2030. ..legislation to mandate vaccinations for all employees...___________..looks like we caught you just in time..._________________..you..... #$@@$#^^^^%^%(*) ..assholes.,canada..the great reset.  the new world order.  un agenda 2030. ..legislation to mandate vaccinations for all employees...___________..looks like we caught you just in time..._________________..you..... #$@@$#^^^^%^%(*) ..assholes.,2022-02-20 00:07:46+00:00,22-Feb,neutral-or-unclear,2
1.47253e+18,"michael martin on omicron: each of us is responsible for all of us...i'm not responsible for hepa filters in schools, more icu beds, responses to variants, booster roll out, real sick pay schemes, help to work from home...government makes those decisions. take responsibility.","michael martin on omicron: each of us is responsible for all of us...i'm not responsible for hepa filters in schools, more icu beds, responses to variants, booster roll out, real sick pay schemes, help to work from home...government makes those decisions. take responsibility.",2021-12-19 11:24:21+00:00,21-Dec,neutral-or-unclear,2
1.41323e+18,"about 21m people in the uk have not been vaccinated *at all""...that's very nearly twice the population of belgium...all of them - &amp; many of the vaccinated -  now at high risk of contracting a virus that could kill them or seriously harm their long-term health...#johnsonvariant","about 21m people in the uk have not been vaccinated *at all""...that's very nearly twice the population of belgium...all of them - &amp; many of the vaccinated -  now at high risk of contracting a virus that could kill them or seriously harm their long-term health...#johnsonvariant",2021-07-08 20:24:59+00:00,21-Jul,neutral-or-unclear,2
1.39636e+18,"hw indian media came on this conclusion? i don't see any such guidelines frm who or nywhr else..#covid19 #covidsecondwave.#covid19india..covaxin not on who list, your international travel plans might get hampered..","hw indian media came on this conclusion? i don't see any such guidelines frm who or nywhr else..#covid19 #covidsecondwave.#covid19india..covaxin not on who list, your international travel plans might get hampered..",2021-05-23 07:04:58+00:00,21-May,neutral-or-unclear,2
1.42487e+18,doctors across the country are seeing more children being hospitalized than with previous waves of covid as a result of spread of the delta variant. some are ending up in the icu...children under 12 cannot be vaccinated. those of us who can *must* #getvaccinated to protect them.,doctors across the country are seeing more children being hospitalized than with previous waves of covid as a result of spread of the delta variant. some are ending up in the icu...children under 12 cannot be vaccinated. those of us who can *must* #getvaccinated to protect them.,2021-08-09 23:03:04+00:00,21-Aug,in-favor,1
1.49385e+18,project veritas drops explosive fda video about plans for future on covid shots .,project veritas drops explosive fda video about plans for future on covid shots .,2022-02-16 07:25:27+00:00,22-Feb,neutral-or-unclear,2
1.37669e+18,"no id needed to vote,..but we need one to prove if we’ve been vaccinated or not.","no id needed to vote,..but we need one to prove if we’ve been vaccinated or not.",2021-03-30 00:22:39+00:00,21-Mar,against,0
1.36719e+18,"it ignores that plenty of people in texas didn’t vote for any of this and that they don’t deserve it. there are plenty of people in texas, mad about all of it and wanting to get the vaccine. his response lacks any type of empathy and it’s smarmy and arrogant.","it ignores that plenty of people in texas didn’t vote for any of this and that they don’t deserve it. there are plenty of people in texas, mad about all of it and wanting to get the vaccine. his response lacks any type of empathy and it’s smarmy and arrogant.",2021-03-03 19:00:09+00:00,21-Mar,in-favor,1
1.45723e+18,hey dumbfuck aren't you vaccinated? i bet your kids will be too. go away.,hey dumbfuck aren't you vaccinated? i bet your kids will be too. go away.,2021-11-07 06:23:18+00:00,21-Nov,against,0
1.42703e+18,san diego county covid-19 hospitalizations...find a vaccination site:.,san diego county covid-19 hospitalizations...find a vaccination site:.,2021-08-15 21:55:59+00:00,21-Aug,in-favor,1
1.41409e+18,"wrapping up some finishing touches tomorrow but i might be on my ass due to pfizner shot 2.0. unless something changes, you can expect to see me again on monday. .stay poppin","wrapping up some finishing touches tomorrow but i might be on my ass due to pfizner shot 2.0. unless something changes, you can expect to see me again on monday. .stay poppin",2021-07-11 05:21:14+00:00,21-Jul,against,0
1.3439e+18,if you ever ate a mcrib ..don’t worry about what’s in the vaccine,if you ever ate a mcrib ..don’t worry about what’s in the vaccine,2020-12-29 12:49:18+00:00,20-Dec,in-favor,1
1.41211e+18,think he’s going to be less triumphant about vaccine roll-out when the proportion vaccinated in eu is sufficient to deal with delta variant.  they’re behind by a couple of months regarding delta spread.  .don’t put all your eggs in one basket.  especially in a pandemic.,think he’s going to be less triumphant about vaccine roll-out when the proportion vaccinated in eu is sufficient to deal with delta variant.  they’re behind by a couple of months regarding delta spread.  .don’t put all your eggs in one basket.  especially in a pandemic.,2021-07-05 18:13:44+00:00,21-Jul,neutral-or-unclear,2
1.43668e+18,"so congress and their aides, along with the postal service employees, are exempt from vaccine mandates. another question we need joe to answer!","so congress and their aides, along with the postal service employees, are exempt from vaccine mandates. another question we need joe to answer!",2021-09-11 13:34:07+00:00,21-Sep,neutral-or-unclear,2
1.43689e+18,article where i try to explain the immune system and immune response to covid-19 vaccination as simply as i can with a past look at other infectious diseases pandemics and how only immunity can get us through.,article where i try to explain the immune system and immune response to covid-19 vaccination as simply as i can with a past look at other infectious diseases pandemics and how only immunity can get us through.,2021-09-12 03:26:17+00:00,21-Sep,in-favor,1
1.44e+18,mixing shots—the elephant in the room that fda/cdc has completely failed to address is mixing boosters—especially for j&amp;j &amp; moderna recipients who are still waiting—j&amp;j most urgently. angela merkel 🇩🇪 had gotten az + moderna. canada allows mrna mixing. 🧵,mixing shots—the elephant in the room that fda/cdc has completely failed to address is mixing boosters—especially for j&amp;j &amp; moderna recipients who are still waiting—j&amp;j most urgently. angela merkel 🇩🇪 had gotten az + moderna. canada allows mrna mixing. 🧵,2021-09-27 22:13:19+00:00,21-Sep,in-favor,1
1.35272e+18,"how do we say thank you to the health workers and scientists for their sacrifice and service? receive the vaccine as soon as one can to lessen their load and keep wearing a mask to protect fellow citizens. in my 80th year, i am grateful and hopeful for better days ahead.","how do we say thank you to the health workers and scientists for their sacrifice and service? receive the vaccine as soon as one can to lessen their load and keep wearing a mask to protect fellow citizens. in my 80th year, i am grateful and hopeful for better days ahead.",2021-01-22 20:57:37+00:00,21-Jan,in-favor,1
1.36441e+18,would it be more efficient for strata/rental complexes of 50 or more units with significant numbers of elders to host vaccinations on site in recreation room – schedule times? how to facilitate this – who to ask/advocate with?,would it be more efficient for strata/rental complexes of 50 or more units with significant numbers of elders to host vaccinations on site in recreation room – schedule times? how to facilitate this – who to ask/advocate with?,2021-02-24 03:04:32+00:00,21-Feb,in-favor,1
1.45271e+18,"kids under 12 can’t get vaccinated yet. so, they can’t protect themselves. if you have any contact with kids in your daily life &amp; you refuse to get vaccinated, you're a potential child killer.while waiting, how many kids are ok the kill in the meantime?  12","kids under 12 can’t get vaccinated yet. so, they can’t protect themselves. if you have any contact with kids in your daily life &amp; you refuse to get vaccinated, you're a potential child killer.while waiting, how many kids are ok the kill in the meantime?  12",2021-10-25 19:12:23+00:00,21-Oct,in-favor,1
1.4298e+18,"""no one is ok."".""it's ptsd but continuing trauma. for a year and a half, it's been trauma all day. i've been like this for half of my child's life."".""there are no beds. i don't want to turn away immunocompromised people who got vaccinated &amp; are seriously ill for anti-vaxxers.""","""no one is ok."".""it's ptsd but continuing trauma. for a year and a half, it's been trauma all day. i've been like this for half of my child's life."".""there are no beds. i don't want to turn away immunocompromised people who got vaccinated &amp; are seriously ill for anti-vaxxers.""",2021-08-23 13:44:26+00:00,21-Aug,in-favor,1
1.4622e+18,"""we conclude that the mrna vacs dramatically increase inflammation on the endothelium and t cell infiltration of cardiac muscle and may account for the observations of increased thrombosis, cardiomyopathy, and other vascular events following vaccination."".","""we conclude that the mrna vacs dramatically increase inflammation on the endothelium and t cell infiltration of cardiac muscle and may account for the observations of increased thrombosis, cardiomyopathy, and other vascular events following vaccination."".",2021-11-20 23:32:25+00:00,21-Nov,against,0
1.3716e+18,"hear, hear. acknowledge that uk is doing well in this aspect of the pandemic - and pretty much only this aspect, ffs - and roll out the vaccine to save your people's lives.","hear, hear. acknowledge that uk is doing well in this aspect of the pandemic - and pretty much only this aspect, ffs - and roll out the vaccine to save your people's lives.",2021-03-15 23:02:22+00:00,21-Mar,in-favor,1
1.44528e+18,"no man, actually i don't. you are simply not that bright. it's cool. get your boosters and stay healthy.","no man, actually i don't. you are simply not that bright. it's cool. get your boosters and stay healthy.",2021-10-05 06:31:12+00:00,21-Oct,in-favor,1
1.44884e+18,i'd like to know why he's against vaccines if i was his teammate.  that's just being courteous,i'd like to know why he's against vaccines if i was his teammate.  that's just being courteous,2021-10-15 02:47:23+00:00,21-Oct,in-favor,1
1.49358e+18,"you shouldn't be afraid of getting infected if you are vaccinated. you are safe, as all of the people, who choose to be vaccinated. unvaccinated people are not a bigger threat to you, than vaccinated people.","you shouldn't be afraid of getting infected if you are vaccinated. you are safe, as all of the people, who choose to be vaccinated. unvaccinated people are not a bigger threat to you, than vaccinated people.",2022-02-15 13:32:18+00:00,22-Feb,in-favor,1
1.43345e+18,akufo-addo returned with 1.5million vaccines – gabby to ablakwa on cost of trip,akufo-addo returned with 1.5million vaccines – gabby to ablakwa on cost of trip,2021-09-02 15:11:32+00:00,21-Sep,in-favor,1
1.48891e+18,"no “vaxx” for hiv after 40 yrs of research. no vaxx for cancer after more than 100 yrs of research. no vaxx for the common cold, ever. and yet a virus mysteriously appears &amp; within 12 months a “vaxx” is found by four pharma cos all within 1 week &amp; we are all mandated to take it!","no “vaxx” for hiv after 40 yrs of research. no vaxx for cancer after more than 100 yrs of research. no vaxx for the common cold, ever. and yet a virus mysteriously appears &amp; within 12 months a “vaxx” is found by four pharma cos all within 1 week &amp; we are all mandated to take it!",2022-02-02 16:07:34+00:00,22-Feb,against,0
1.4429e+18,breakthrough infections...you use it like it's rare. isreal 90%+ vaccinated. they have a surge of infected. mostly vaccinated people. breakthrough is a bulshit talking point.,breakthrough infections...you use it like it's rare. isreal 90%+ vaccinated. they have a surge of infected. mostly vaccinated people. breakthrough is a bulshit talking point.,2021-09-28 17:06:10+00:00,21-Sep,against,0
1.46862e+18,great news: you can get your child vaccinated this friday! scholars ages 5+ and in grades 3-8 are eligible. please make sure you have submitted a written consent form 💉,great news: you can get your child vaccinated this friday! scholars ages 5+ and in grades 3-8 are eligible. please make sure you have submitted a written consent form 💉,2021-12-08 16:50:04+00:00,21-Dec,in-favor,1
1.50633e+18,"cases in austria have shattered previous records with n95's, surgical masks, vaccine passports and continued mandates in many indoor settings..it's extremely confusing how all of their ""science based"" policies failed so spectacularly","cases in austria have shattered previous records with n95's, surgical masks, vaccine passports and continued mandates in many indoor settings..it's extremely confusing how all of their ""science based"" policies failed so spectacularly",2022-03-22 18:02:00+00:00,22-Mar,against,0
1.39002e+18,the devil works hard but the cinema vaccine strategy is working harder,the devil works hard but the cinema vaccine strategy is working harder,2021-05-05 19:00:19+00:00,21-May,neutral-or-unclear,2
1.46001e+18,hey lucy for your information i am neither an anti vaxxer or idiotic...what i am though is a tesco customer and i do not agree with vaccine passports at all anywhere.  these are a very slippery slope to a very scary future.  ..you and tesco are the idiots here...#boycotttesco,hey lucy for your information i am neither an anti vaxxer or idiotic...what i am though is a tesco customer and i do not agree with vaccine passports at all anywhere.  these are a very slippery slope to a very scary future.  ..you and tesco are the idiots here...#boycotttesco,2021-11-14 22:26:23+00:00,21-Nov,against,0
1.45015e+18,here’s the truth. latest uk data. over 75% of deaths are vaccinated.👇🏻,here’s the truth. latest uk data. over 75% of deaths are vaccinated.👇🏻,2021-10-18 17:33:48+00:00,21-Oct,against,0
1.46364e+18,"imagine being this blind to think there was absolutely no vaccine hesitancy. ..sweetie, we only reached 90% because people were being forced and blackmailed. ..#sackdanandrews .#sackscomo","imagine being this blind to think there was absolutely no vaccine hesitancy. ..sweetie, we only reached 90% because people were being forced and blackmailed. ..#sackdanandrews .#sackscomo",2021-11-24 22:37:27+00:00,21-Nov,against,0
1.476e+18,please watch this video. all about the truth behind covid 19,please watch this video. all about the truth behind covid 19,2021-12-29 01:25:27+00:00,21-Dec,neutral-or-unclear,2
1.48076e+18,"at the chemist right now to get my booster. lots of these signs. but, you know, as morrison says ‘just pop down the shops’.","at the chemist right now to get my booster. lots of these signs. but, you know, as morrison says ‘just pop down the shops’.",2022-01-11 04:25:36+00:00,22-Jan,neutral-or-unclear,2
1.47235e+18,"no indoor mixing? really? though most of us are vaccinated and many of us have had covid. but still no indoor mixing? from the people who last time they banned mixing, leading to the prosecution of thousands of their fellow citizens, held illicit parties. incredible.","no indoor mixing? really? though most of us are vaccinated and many of us have had covid. but still no indoor mixing? from the people who last time they banned mixing, leading to the prosecution of thousands of their fellow citizens, held illicit parties. incredible.",2021-12-18 23:46:59+00:00,21-Dec,neutral-or-unclear,2
1.41095e+18,vaccination is altruism.,vaccination is altruism.,2021-07-02 13:01:58+00:00,21-Jul,in-favor,1
1.35873e+18,"my daughter yr4 also...there was a view that they would try to get all primary schools open first, to take pressure off their parents, but whether that's a phased return remains to be seen. i guess it will all depend on the teachers union &amp; how many teachers have been vaccinated","my daughter yr4 also...there was a view that they would try to get all primary schools open first, to take pressure off their parents, but whether that's a phased return remains to be seen. i guess it will all depend on the teachers union &amp; how many teachers have been vaccinated",2021-02-08 11:01:01+00:00,21-Feb,neutral-or-unclear,2
1.41901e+18,"debunking another myth, the mrna vaccines didn't just suddenly appear in 2020 for covid-19. many had been  tested years previously for other viruses; status as of 4 years ago in this table, and shown to be safe","debunking another myth, the mrna vaccines didn't just suddenly appear in 2020 for covid-19. many had been  tested years previously for other viruses; status as of 4 years ago in this table, and shown to be safe",2021-07-24 19:00:25+00:00,21-Jul,in-favor,1
1.48786e+18,#harryandmeghan have taken a public stance against misinformation with harry serving on the aspen commission on information disorder &amp; they’ve partnered with the who and global citizen on vaccine equity so this isn’t a new issue for them. april 2021 they became vaxlive co-chairs.,#harryandmeghan have taken a public stance against misinformation with harry serving on the aspen commission on information disorder &amp; they’ve partnered with the who and global citizen on vaccine equity so this isn’t a new issue for them. april 2021 they became vaxlive co-chairs.,2022-01-30 18:32:53+00:00,22-Jan,in-favor,1
1.39006e+18,this is awesome. what we needed. ..no signing up. ..no long forms..thinking today is a good day to get the shot?..it is! ..go to your local cvs,this is awesome. what we needed. ..no signing up. ..no long forms..thinking today is a good day to get the shot?..it is! ..go to your local cvs,2021-05-05 21:47:49+00:00,21-May,in-favor,1
1.45187e+18,child dies seconds after receiving his second dose. killing our kids to protect the elderly is an extra kind of tragic stupid.  ..,child dies seconds after receiving his second dose. killing our kids to protect the elderly is an extra kind of tragic stupid.  ..,2021-10-23 11:19:22+00:00,21-Oct,against,0
1.37001e+18,"live update: denmark, norway, iceland suspend use of astrazeneca vaccine over clot fears","live update: denmark, norway, iceland suspend use of astrazeneca vaccine over clot fears",2021-03-11 14:06:29+00:00,21-Mar,against,0
1.34099e+18,"call me a radical lefty, but i think frontline workers should have access to the vaccine before republicans in congress who refused to take it seriously.","call me a radical lefty, but i think frontline workers should have access to the vaccine before republicans in congress who refused to take it seriously.",2020-12-21 11:47:52+00:00,20-Dec,in-favor,1
1.35925e+18,not sure if you qualify for a #covid19 vaccine right now? take this quiz:  #chc,not sure if you qualify for a #covid19 vaccine right now? take this quiz:  #chc,2021-02-09 21:12:36+00:00,21-Feb,in-favor,1
1.48541e+18,everyone knows that jesus advocated for using firearms against people who offer you a free mrna vaccine to combat a virus that's emerged in the last few years,everyone knows that jesus advocated for using firearms against people who offer you a free mrna vaccine to combat a virus that's emerged in the last few years,2022-01-24 00:30:51+00:00,22-Jan,neutral-or-unclear,2
1.38365e+18,got my second dose today. achy and very tired but also grateful.,got my second dose today. achy and very tired but also grateful.,2021-04-18 05:19:06+00:00,21-Apr,in-favor,1
1.46913e+18,"“we know from at least 33 studies that the [jabs] cannot &amp; do not stop infection or transmission, which is precisely why pfizer and people like anthony fauci are demanding 3rd and now 4th shots. shots without end, always with the promise that the next one will achieve the goal.","“we know from at least 33 studies that the [jabs] cannot &amp; do not stop infection or transmission, which is precisely why pfizer and people like anthony fauci are demanding 3rd and now 4th shots. shots without end, always with the promise that the next one will achieve the goal.",2021-12-10 02:24:53+00:00,21-Dec,against,0
